name,specialty,city,area,stars,reviews,address,phone,phone_source,website,latitude,longitude,distance_km,maps_url
Dr. Tamanna's PHYSIO CARE,physiotherapist,Chikhali,Chikhali,5.0,68,"Om Sai Avenue, Shop No.119, Chikali, Moshi, Pune, Maharashtra 411062",097306 95163,google_maps,N/A,18.6836691,73.8344501,4.92,"https://www.google.com/maps/place/Dr.+Tamanna's+PHYSIO+CARE/@18.684299,73.6698871,12z/data=!4m10!1m2!2m1!1sphysiotherapist+in+Chikhali+Chikhali!3m6!1s0x3bc2b725d02f8aa5:0xabd5c307fb16dc87!8m2!3d18.6836691!4d73.8344501!15sCiRwaHlzaW90aGVyYXBpc3QgaW4gQ2hpa2hhbGkgQ2hpa2hhbGlaJiIkcGh5c2lvdGhlcmFwaXN0IGluIGNoaWtoYWxpIGNoaWtoYWxpkgEUcGh5c2lvdGhlcmFweV9jZW50ZXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUjFORFV5YjAxUkVBReABAPoBBQiHARBC!16s%2Fg%2F11s75tvv5s?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D"
"Physiofy - Best Physiotherapist in Nigdi Pradhikaran, Pimpri Chinchwad, Best Chiropractor in Pune,",physiotherapist,Chikhali,Chikhali,4.8,138,"Chattrapati sambhaji maharaj chowk, Akurdi Chikhali Rd, Pradhikaran, Nigdi, Pimpri-Chinchwad, Maharashtra 411044",088560 80028,google_maps,https://www.physiofyclinic.com/,18.6477497,73.7702761,3.91,"https://www.google.com/maps/place/Physiofy+-+Best+Physiotherapist+in+Nigdi+Pradhikaran,+Pimpri+Chinchwad,+Best+Chiropractor+in+Pune,/@18.684299,73.6698871,12z/data=!4m10!1m2!2m1!1sphysiotherapist+in+Chikhali+Chikhali!3m6!1s0x3bc2b9bc2b806d55:0x811a37025486cb3a!8m2!3d18.6477497!4d73.7702761!15sCiRwaHlzaW90aGVyYXBpc3QgaW4gQ2hpa2hhbGkgQ2hpa2hhbGlaJiIkcGh5c2lvdGhlcmFwaXN0IGluIGNoaWtoYWxpIGNoaWtoYWxpkgEPcGh5c2lvdGhlcmFwaXN04AEA!16s%2Fg%2F11sx0f127l?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D"
Physiotherapy Home Visits,physiotherapist,Chikhali,Chikhali,5.0,9,"Sec. 16, Spine Rd, Ayush Garden, Raje Shivaji Nagar, Chikhali, Pune, Pimpri-Chinchwad, Maharashtra 411019",077980 47714,google_maps,N/A,18.6626759,73.8198323,2.13,"https://www.google.com/maps/place/Physiotherapy+Home+Visits/@18.684299,73.6698871,12z/data=!4m10!1m2!2m1!1sphysiotherapist+in+Chikhali+Chikhali!3m6!1s0x3bc2b9651896cc91:0x1d28db09adc6d5d8!8m2!3d18.6626759!4d73.8198323!15sCiRwaHlzaW90aGVyYXBpc3QgaW4gQ2hpa2hhbGkgQ2hpa2hhbGlaJiIkcGh5c2lvdGhlcmFwaXN0IGluIGNoaWtoYWxpIGNoaWtoYWxpkgEPcGh5c2lvdGhlcmFwaXN0mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJrTkVsSFZqWkJSUkFC4AEA-gEECAAQMw!16s%2Fg%2F11fplxt341?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D"
Dr Sultan Physiotherapy center,physiotherapist,Chikhali,Chikhali,5.0,8,"Star hospital, Shiv Rd, Jadhav Wadi, Chikhali, Pune, Pimpri-Chinchwad, Maharashtra 411070",075072 10772,google_maps,N/A,18.6723917,73.8315322,3.75,"https://www.google.com/maps/place/Dr+Sultan+Physiotherapy+center/@18.684299,73.6698871,12z/data=!4m10!1m2!2m1!1sphysiotherapist+in+Chikhali+Chikhali!3m6!1s0x3bc2b7d53d284c4f:0x9e5610ce9b689938!8m2!3d18.6723917!4d73.8315322!15sCiRwaHlzaW90aGVyYXBpc3QgaW4gQ2hpa2hhbGkgQ2hpa2hhbGlaJiIkcGh5c2lvdGhlcmFwaXN0IGluIGNoaWtoYWxpIGNoaWtoYWxpkgEPcGh5c2lvdGhlcmFwaXN0mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5QY0UxSFFscFJFQUXgAQD6AQUIqQIQPg!16s%2Fg%2F11ryjwscms?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D"
Kinetix Physiotherapy Clinic,physiotherapist,Chikhali,Chikhali,5.0,3,"Shop 308, 2nd Floor, St. Ram Palacio, Dehu - Alandi Rd, nearby City Pride School, MIDC, Moshi, Pune, Pimpri-Chinchwad, Maharashtra 411062",092702 00604,google_maps,http://www.kinetixphysio.co.in/,18.6803305,73.8316921,4.45,"https://www.google.com/maps/place/Kinetix+Physiotherapy+Clinic/@18.684299,73.6698871,12z/data=!4m10!1m2!2m1!1sphysiotherapist+in+Chikhali+Chikhali!3m6!1s0x3bc2b7ba6db50909:0xaa13538a913a254!8m2!3d18.6803305!4d73.8316921!15sCiRwaHlzaW90aGVyYXBpc3QgaW4gQ2hpa2hhbGkgQ2hpa2hhbGmSARRwaHlzaW90aGVyYXB5X2NlbnRlcuABAA!16s%2Fg%2F11yq64qx6r?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D"
Dr. Arundhati Kurtkoti Physiotherapist Moshi,physiotherapist,Chikhali,Chikhali,4.9,25,"ShopN0 9 , Fisrt, We care Physiotherapy & Rehabilitation Clinic, Silver Central Mall, Shram Safaly Cooperate Society, Jadhav Wadi, Moshi, Pimpri-Chinchwad, Maharashtra 411062",098909 32401,google_maps,N/A,18.6687518,73.8292477,3.29,"https://www.google.com/maps/place/Dr.+Arundhati+Kurtkoti+Physiotherapist+Moshi/@18.684299,73.6698871,12z/data=!4m10!1m2!2m1!1sphysiotherapist+in+Chikhali+Chikhali!3m6!1s0x3bc2b75818742a21:0xec624615c277a8aa!8m2!3d18.6687518!4d73.8292477!15sCiRwaHlzaW90aGVyYXBpc3QgaW4gQ2hpa2hhbGkgQ2hpa2hhbGlaJiIkcGh5c2lvdGhlcmFwaXN0IGluIGNoaWtoYWxpIGNoaWtoYWxpkgEPcGh5c2lvdGhlcmFwaXN04AEA!16s%2Fg%2F11w1krq0c6?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D"
Dr Devi Physiotherapy Clinic | Sports & Pain Rehab Center,physiotherapist,Chikhali,Chikhali,5.0,8,"Shop no. - 216, BARCODE By Rama Group Commercial Mall, Aher, Moshi, Pimpri-Chinchwad, Pune, Maharashtra 411070",099677 11964,google_maps,https://devipilli.github.io/,18.6759979,73.8331782,4.16,"https://www.google.com/maps/place/Dr+Devi+Physiotherapy+Clinic+%7C+Sports+%26+Pain+Rehab+Center/@18.684299,73.6698871,12z/data=!4m10!1m2!2m1!1sphysiotherapist+in+Chikhali+Chikhali!3m6!1s0x3bc2c9e05c42fb8d:0xb4d173a7d9228670!8m2!3d18.6759979!4d73.8331782!15sCiRwaHlzaW90aGVyYXBpc3QgaW4gQ2hpa2hhbGkgQ2hpa2hhbGlaJiIkcGh5c2lvdGhlcmFwaXN0IGluIGNoaWtoYWxpIGNoaWtoYWxpkgEPcGh5c2lvdGhlcmFwaXN04AEA!16s%2Fg%2F11y_pq5041?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D"
PHYSIOTHERAPY CLINIC,physiotherapist,Chikhali,Chikhali,3.6,5,"GLOBAL HOSPITAL Om Sai Market, Plot No.6, Sector 20, Chikhali Akurdi Rd, Krushna Nagar, Pimpri-Chinchwad, Maharashtra 411019",094217 50231,google_maps,http://physioaadhar.com/,18.6678728,73.796406,2.53,"https://www.google.com/maps/place/PHYSIOTHERAPY+CLINIC/@18.684299,73.6698871,12z/data=!4m10!1m2!2m1!1sphysiotherapist+in+Chikhali+Chikhali!3m6!1s0x3bc2b907052af189:0xb647323d61e8cbb8!8m2!3d18.6678728!4d73.796406!15sCiRwaHlzaW90aGVyYXBpc3QgaW4gQ2hpa2hhbGkgQ2hpa2hhbGmSARRwaHlzaW90aGVyYXB5X2NlbnRlcuABAA!16s%2Fg%2F1w110n09?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D"
"DrAnirudhaVaidya Physiotherapy Chiropractic Clinic-Best Physiotherapist in PCMC,Chiropractor,BackPain,Sciatica,Sports Injury",physiotherapist,Chikhali,Chikhali,4.9,241,"Amrute Hospital Building Premises, behind Bird Valley Garden, near Siddhivinayak Ganpati Mandir, Sambhajinagar, East, Pimpri-Chinchwad, Maharashtra 411019",095612 60964,google_maps,https://dranirudhavaidya.com/,18.659583,73.8017517,1.46,"https://www.google.com/maps/place/DrAnirudhaVaidya+Physiotherapy+Chiropractic+Clinic-Best+Physiotherapist+in+PCMC,Chiropractor,BackPain,Sciatica,Sports+Injury/@18.684299,73.6698871,12z/data=!4m10!1m2!2m1!1sphysiotherapist+in+Chikhali+Chikhali!3m6!1s0x3bc2b90c4b8038e5:0x9327b9048278aefa!8m2!3d18.659583!4d73.8017517!15sCiRwaHlzaW90aGVyYXBpc3QgaW4gQ2hpa2hhbGkgQ2hpa2hhbGlaJiIkcGh5c2lvdGhlcmFwaXN0IGluIGNoaWtoYWxpIGNoaWtoYWxpkgEPcGh5c2lvdGhlcmFwaXN04AEA!16s%2Fg%2F11h1sqz0kj?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D"
Dr Manasi's K-Physio Joint & Spine Physiotherapy clinic,physiotherapist,Chikhali,Chikhali,5.0,55,"Spine City Mall, L Square society,Spine road Service side Ground floor Sector 9 Next to Vivanta Vibha Life Society ,2 blocks apart, PCNTDA, Moshi, Pimpri-Chinchwad, Maharashtra 411070",077749 16458,google_maps,https://growmysite.in/Dr-Manasi%27s-K-Physio-Physiotherapy-Clinic,18.6511758,73.837767,3.22,"https://www.google.com/maps/place/Dr+Manasi's+K-Physio+Joint+%26+Spine+Physiotherapy+clinic/@18.684299,73.6698871,12z/data=!4m10!1m2!2m1!1sphysiotherapist+in+Chikhali+Chikhali!3m6!1s0x3bc2b999eca4fecf:0x2702c701c08224bc!8m2!3d18.6511758!4d73.837767!15sCiRwaHlzaW90aGVyYXBpc3QgaW4gQ2hpa2hhbGkgQ2hpa2hhbGlaJiIkcGh5c2lvdGhlcmFwaXN0IGluIGNoaWtoYWxpIGNoaWtoYWxpkgEUcGh5c2lvdGhlcmFweV9jZW50ZXLgAQA!16s%2Fg%2F11rk4msxf8?entry=ttu&g_ep=EgoyMDI2MDUwNi4wIKXMDSoASAFQAw%3D%3D"
