source,name,specialty,city,area,stars,reviews,address,phone,phone_source,website,latitude,longitude,distance_km,maps_url
google_maps,Ace Dental Clinic Dr.Rajas Udpikar,dentist,Pune,,4.9,168,"Seasons Business Square by Naiknavare, 107, Seasons Rd, Sahil Park, Sanewadi, Aundh, Pune, Maharashtra 411007",096575 80595,google_maps,http://www.aodentistry.com/,18.5542788,73.8049223,6.38,"https://www.google.com/maps/place/AO+Dentistry/@18.554279,73.7868976,15z/data=!4m9!1m2!2m1!1sdentist+in+Pune!3m5!1s0x3bc2bff6127f1089:0x8cd51c6ca9b5c9b!8m2!3d18.5542788!4d73.8049223!16s%2Fg%2F11lk9rn89q?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
google_maps,Dental Galaxy®,dentist,Pune,,4.9,1285,"201, 1st Floor, 1443, Kaustubh (Gore) Apts, Bajirao Rd, near Janata Bank, Mandai, Shukrawar Peth, Pune, Maharashtra 411002",096044 80444,google_maps,https://dentalgalaxy.in/,18.5124599,73.853914,0.99,"https://www.google.com/maps/place/Dental+Galaxy%C2%AE/@18.5124599,73.8358896,15z/data=!3m1!5s0x3bc2c06e00a58167:0xca696d93f0a43654!4m10!1m2!2m1!1sdentist+in+Pune!3m6!1s0x3bc2c06e00c54273:0x29419f9b0c8f14dc!8m2!3d18.5124599!4d73.853914!15sCg9kZW50aXN0IGluIFB1bmVaESIPZGVudGlzdCBpbiBwdW5lkgENZGVudGFsX2NsaW5pY-ABAA!16s%2Fg%2F11_stw_x3?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
google_maps,Dr. Rahul Kathariya,dentist,Pune,,4.9,441,"201, 1st Floor, 1443, Kaustubh (Gore) Apts, Dental Galaxy, 201, 1st floor, 1443 Kaustubh (Gore) Apts, Bajirao Rd, near Janata Bank, Pune, Maharashtra 411002",078754 49999,google_maps,http://dentalgalaxy.in/,18.5124725,73.8539423,0.99,"https://www.google.com/maps/place/Dr.+Rahul+Kathariya/@18.5124599,73.8358896,15z/data=!3m1!5s0x3bc2c06e00a58167:0xca696d93f0a43654!4m10!1m2!2m1!1sdentist+in+Pune!3m6!1s0x3bc2c06e0370c669:0xbbee732ef0f182f3!8m2!3d18.5124725!4d73.8539423!15sCg9kZW50aXN0IGluIFB1bmVaESIPZGVudGlzdCBpbiBwdW5lkgEHZGVudGlzdOABAA!16s%2Fg%2F11cncbt3_l?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
google_maps,Deccan Dental Clinic,dentist,Pune,,4.8,885,"759/53, 1st floor, Fergusson College Rd, Opposite Chitalebandhu Garware bridge corner, Deccan Gymkhana, Pune, Maharashtra 411004",073870 40464,google_maps,http://www.bestorthodontistbracespune.in/,18.5158446,73.8418693,1.47,"https://www.google.com/maps/place/Deccan+Dental+Clinic/@18.5158446,73.8238449,15z/data=!3m1!5s0x3bc2bf887cbe6887:0xff59b1aac85a0216!4m10!1m2!2m1!1sdentist+in+Pune!3m6!1s0x3bc2bf881e459a07:0xafc040a99b72f7c5!8m2!3d18.5158446!4d73.8418693!15sCg9kZW50aXN0IGluIFB1bmVaESIPZGVudGlzdCBpbiBwdW5lkgENZGVudGFsX2NsaW5pY5oBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyNXZkRk5YU2pGTmVrNUZWa1pTZUZReWVFbFRNRFUwVVcxV2Exb3dSUkFC4AEA-gEECBoQOQ!16s%2Fg%2F11bw5_2f_0?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
google_maps,"Prism Dental, Multispeciality Dentistry and Implant centre",dentist,Pune,,5.0,77,"1st floor, Shubhamkar apt., RB Kumthekar road, chitrashala chowk, near post office, Pune, Maharashtra 411030",091581 82628,google_maps,N/A,18.5134247,73.8491156,1.05,"https://www.google.com/maps/place/Prism+Dental,+Multispeciality+Dentistry+and+Implant+centre/@18.5158446,73.8238449,15z/data=!4m10!1m2!2m1!1sdentist+in+Pune!3m6!1s0x3bc2c1573c6fa66d:0x361f90e1df102072!8m2!3d18.5134247!4d73.8491156!15sCg9kZW50aXN0IGluIFB1bmVaESIPZGVudGlzdCBpbiBwdW5lkgENZGVudGFsX2NsaW5pY5oBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQydEdhRmR0VWxwWk1EVlNVVlJSZUdGWVpFMWFiVTVNV2xoV2NHVnNSUkFC4AEA-gEECAAQOQ!16s%2Fg%2F11nfl___yk?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
google_maps,Dr. Shruti's Dent & Derma Clinic,dentist,Pune,,5.0,134,"Shop. No 2, Upper Ground Floor, Pratham Apartment, RB Kumthekar Rd, above Lucky Copier, Sadashiv Peth, Pune, Maharashtra 411030",096071 11850,google_maps,https://dent-derma-clinic.my.canva.site/,18.5132398,73.8491481,1.07,"https://www.google.com/maps/place/Dr.+Shruti's+Dent+%26+Derma+Clinic/@18.5158446,73.8238449,15z/data=!3m1!5s0x3bc2c07141fd3699:0x98e303c3cc0bec28!4m10!1m2!2m1!1sdentist+in+Pune!3m6!1s0x3bc2c193908e25b7:0x6e046f0ada75514a!8m2!3d18.5132398!4d73.8491481!15sCg9kZW50aXN0IGluIFB1bmVaESIPZGVudGlzdCBpbiBwdW5lkgEQY29zbWV0aWNfZGVudGlzdOABAA!16s%2Fg%2F11h5rydxqr?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
google_maps,32Smiles,dentist,Pune,,4.8,1044,"Premium Point, 1321/1, Jangali Maharaj Rd, opp. Modern Highschool, near Titan Showroom, Shivajinagar, Pune, Maharashtra 411005",072760 57079,google_maps,https://32smiles.co.in/,18.5246115,73.849663,0.62,"https://www.google.com/maps/place/32Smiles/@18.5158446,73.8238449,15z/data=!4m10!1m2!2m1!1sdentist+in+Pune!3m6!1s0x3bc2c0783c925555:0x23f14218eca80764!8m2!3d18.5246115!4d73.849663!15sCg9kZW50aXN0IGluIFB1bmVaESIPZGVudGlzdCBpbiBwdW5lkgENZGVudGFsX2NsaW5pY-ABAA!16s%2Fg%2F11thjwcpzd?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
google_maps,Sabka dentist,dentist,Pune,,4.7,1584,"1st Floor, N.K. Image Apartment Condominium, 6, Tilak Rd, opp. ICICI Bank, Madiwale Colony, Sadashiv Peth, Pune, Maharashtra 411030",082918 46990,google_maps,https://www.sabkadentist.com/dental-clinics-in-pune/tilak-road/,18.50746,73.8513086,1.58,"https://www.google.com/maps/place/Sabka+dentist/@18.50746,73.8332842,15z/data=!4m10!1m2!2m1!1sdentist+in+Pune!3m6!1s0x3bc2c072da92ee4b:0xff64d6859afb2a05!8m2!3d18.50746!4d73.8513086!15sCg9kZW50aXN0IGluIFB1bmVaESIPZGVudGlzdCBpbiBwdW5lkgENZGVudGFsX2NsaW5pY-ABAA!16s%2Fg%2F1yj4k3gkz?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
google_maps,"OrthoSquare Dental Clinic - Tilak Road, Pune",dentist,Pune,,4.9,27,"First Floor, Athashree, 101, Tilak Rd, nearby SP College, Rukmini Sadan Society, Sadashiv Peth, Pune, Maharashtra 411030",0674 617 2517,google_maps,https://dental-clinics.orthosquare.com/near-me/pune/sadashiv-peth/orthosquare-dental-clinic-in-sadashiv-peth-pune--b90JOf/home,18.5081385,73.8492018,1.57,"https://www.google.com/maps/place/OrthoSquare+Dental+Clinic+-+Tilak+Road,+Pune/@18.50746,73.8332842,15z/data=!4m10!1m2!2m1!1sdentist+in+Pune!3m6!1s0x3bc2c1fa428aef71:0x1552ad306c1cc672!8m2!3d18.5081385!4d73.8492018!15sCg9kZW50aXN0IGluIFB1bmVaESIPZGVudGlzdCBpbiBwdW5lkgENZGVudGFsX2NsaW5pY5oBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQycE5lazV0ZUd4YVIzaFBUMVJDVDFWNlZrZFNXR2h5Wkc1T2MwNVlZeEFC4AEA-gEECBoQPQ!16s%2Fg%2F11myd02gj_?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
google_maps,Ranade Dental & Oral Surgery Clinic,dentist,Pune,,4.9,74,"1014, Vedacharya Phatak Guruji Rd, Nagnath Par, Sadashiv Peth, Pune, Maharashtra 411030",098508 33454,google_maps,N/A,18.512174,73.849214,1.17,"https://www.google.com/maps/place/Ranade+Dental+%26+Oral+Surgery+Clinic/@18.50746,73.8332842,15z/data=!4m10!1m2!2m1!1sdentist+in+Pune!3m6!1s0x3bc2c0715e22afb7:0x40dfcbe1ed3154b2!8m2!3d18.512174!4d73.849214!15sCg9kZW50aXN0IGluIFB1bmVaESIPZGVudGlzdCBpbiBwdW5lkgENZGVudGFsX2NsaW5pY5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VNd09YRk1kbGQzRUFF4AEA-gEECAAQLg!16s%2Fg%2F1pp2txsx4?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D"
